Gene.Name	Standard.Name	Chromosome	Start.Coordinate	End.Coordinate	Strand	NTE.Length
YDR502C	SAM2	IV	1453310	1454497	-	11
YDR503C	LPP1	IV	1455042	1455899	-	11
YDR505C	PSP1	IV	1456695	1459220	-	0
YDR506C	GMC1	IV	1459728	1461572	-	6
YDR507C	GIN4	IV	1462358	1465801	-	5
YDR508C	GNP1	IV	1466453	1468456	-	4
YDR510W	SMT3	IV	1469328	1469705	+	24
YDR511W	SDH7	IV	1470017	1470418	+	0
YDR512C	EMI1	IV	1470500	1471120	-	19
YDR513W	GRX2	IV	1471005	1471448	+	4
YDR514C	YDR514C	IV	1471548	1473059	-	20
YDR515W	SLF1	IV	1473369	1474772	+	20
YDR516C	EMI2	IV	1474974	1476524	-	16
YDR517W	GRH1	IV	1477224	1478357	+	5
YDR518W	EUG1	IV	1478608	1480161	+	0
YDR519W	FPR2	IV	1480425	1480832	+	0
YDR520C	URC2	IV	1481085	1483403	-	0
YDR523C	SPS1	IV	1485566	1487038	-	0
YDR524C	AGE1	IV	1487542	1489014	-	8
YDR524C-B	YDR524C-B	IV	1489598	1489843	-	15
YDR525W-A	SNA2	IV	1490596	1490835	+	0
YDR527W	RBA50	IV	1491070	1492413	+	8
YDR528W	HLR1	IV	1494409	1495857	+	59
YDR529C	QCR7	IV	1496165	1496572	-	8
YDR530C	APA2	IV	1496791	1497768	-	0
YDR531W	CAB1	IV	1498211	1499335	+	7
YDR532C	KRE28	IV	1499396	1500553	-	0
YDR533C	HSP31	IV	1501447	1502163	-	1
YDR534C	FIT1	IV	1503314	1504933	-	11
YDR539W	FDC1	IV	1512094	1513605	+	0
YDR540C	IRC4	IV	1517136	1517705	-	10
YDR541C	YDR541C	IV	1519664	1520863	-	55
YEL001C	IRC22	V	150301	150987	-	3
YEL002C	WBP1	V	148722	150014	-	0
YEL003W	GIM4	V	148167	148599	+	3
YEL004W	YEA4	V	146951	147979	+	0
YEL005C	VAB2	V	145907	146764	-	3
YEL006W	YEA6	V	144327	145334	+	0
YEL008C-A	YEL008C-A	V	140726	140920	-	34
YEL009C	GCN4	V	138918	139832	-	23
YEL011W	GLC3	V	133120	135234	+	0
YEL012W	UBC8	V	131742	132551	+	10
YEL013W	VAC8	V	128807	130561	+	6
YEL015W	EDC3	V	126626	128284	+	1
YEL016C	NPP2	V	124737	126254	-	12
YEL017C-A	PMP2	V	122798	122929	-	0
YEL018W	EAF5	V	121471	122310	+	0
YEL019C	MMS21	V	120498	121385	-	28
YEL020C	PXP1	V	118617	120425	-	42
YEL020W-A	TIM9	V	117211	117474	+	0
YEL022W	GEA2	V	111421	115800	+	0
YEL024W	RIP1	V	107206	107907	+	18
YEL025C	YEL025C	V	102581	106147	-	0
YEL026W	SNU13	V	101925	102323	+	6
YEL027W	VMA3	V	100769	101251	+	0
YEL028W	YEL028W	V	98668	99129	+	0
YEL029C	BUD16	V	96858	97796	-	0
YEL030W	ECM10	V	94617	96578	+	9
YEL031W	SPF1	V	90258	93905	+	0
YEL032W	MCM3	V	86841	89852	+	32
YEL034W	HYP2	V	85628	86149	+	16
YEL036C	ANP1	V	83050	84561	-	3
YEL037C	RAD23	V	81407	82639	-	12
YEL038W	UTR4	V	80453	81145	+	3
YEL039C	CYC7	V	79636	79977	-	0
YEL040W	UTR2	V	78050	79456	+	1
YEL042W	GDA1	V	73771	75327	+	0
YEL043W	YEL043W	V	70478	73348	+	0
YEL044W	IES6	V	69757	70257	+	0
YEL046C	GLY1	V	67629	68801	-	3
YEL047C	FRD1	V	65385	66797	-	0
YEL048C	TCA17	V	64709	65167	-	0
YEL049W	PAU2	V	63728	64090	+	0
YEL050C	RML2	V	59670	60851	-	0
YEL051W	VMA8	V	58378	59148	+	0
YEL052W	AFG1	V	56559	58100	+	4
YEL053C	MAK10	V	53901	56129	-	9
YEL054C	RPL12A	V	52721	53218	-	0
YEL055C	POL5	V	48471	51590	-	17
YEL056W	HAT2	V	47147	48373	+	7
YEL057C	SDD1	V	45020	45721	-	0
YEL058W	PCM1	V	43249	44925	+	1
YEL059C-A	SOM1	V	42400	42642	-	6
YEL060C	PRB1	V	40046	41953	-	0
YEL061C	CIN8	V	36535	39561	-	8
YEL062W	NPR2	V	34407	36254	+	0
YEL063C	CAN1	V	31694	33565	-	33
YEL064C	AVT2	V	29797	31242	-	1
YEL065W	SIT1	V	27654	29543	+	1
YEL066W	HPA3	V	26649	27206	+	6
YEL068C	YEL068C	V	25646	25978	-	0
YEL071W	DLD3	V	16322	17845	+	11
YEL072W	RMD6	V	13681	14415	+	13
YEL073C	YEL073C	V	7230	7556	-	1
YER001W	MNN1	V	153520	155808	+	0
YER002W	NOP16	V	156794	157498	+	3
YER003C	PMI40	V	157736	159118	-	0
YER004W	FMP52	V	159577	160275	+	1
YER005W	YND1	V	160550	162442	+	0
YER006W	NUG1	V	162723	164285	+	0
YER007C-A	TMA20	V	166237	166885	-	0
YER007W	PAC2	V	164509	166083	+	6
YER008C	SEC3	V	167808	171818	-	0
YER009W	NTF2	V	172103	172492	+	4
YER010C	YER010C	V	172634	173338	-	0
YER011W	TIR1	V	175248	176012	+	0
YER012W	PRE1	V	177835	178431	+	0
YER013W	PRP22	V	178832	182278	+	3
YER014W	HEM14	V	182555	184219	+	15
YER015W	FAA2	V	184517	186775	+	8
YER016W	BIM1	V	188262	189311	+	5
YER017C	AFG3	V	189503	191791	-	1
YER018C	SPC25	V	191959	192624	-	0
YER019C-A	SBH2	V	194273	194578	-	13
YER019W	ISC1	V	192797	194230	+	0
YER020W	GPA2	V	195168	196517	+	0
YER021W	RPN3	V	196948	198519	+	0
YER022W	SRB4	V	198788	200875	+	8
YER023W	PRO3	V	201052	201936	+	8
YER024W	YAT2	V	202192	204963	+	0
YER025W	GCD11	V	205251	206834	+	0
YER026C	CHO1	V	207644	208474	-	0
YER028C	MIG3	V	210692	211885	-	3
YER029C	SMB1	V	212587	213177	-	0
YER030W	CHZ1	V	213434	213898	+	1
YER031C	YPT31	V	214076	214762	-	5
YER032W	FIR1	V	215012	217693	+	17
YER033C	ZRG8	V	218057	221302	-	5
YER034W	YER034W	V	221834	222403	+	4
YER035W	EDC2	V	222627	223076	+	4
YER036C	ARB1	V	223367	225214	-	5
YER037W	PHM8	V	225886	226854	+	1
YER038C	KRE29	V	226858	228261	-	3
YER039C	HVG1	V	228456	229259	-	18
YER039C-A	YER039C-A	V	229263	229484	-	1
YER040W	GLN3	V	229726	231987	+	23
YER041W	YEN1	V	232422	234740	+	13
YER042W	MXR1	V	234937	235491	+	0
YER043C	SAH1	V	235770	237119	-	0
YER044C	ERG28	V	237570	238055	-	13
YER045C	ACA1	V	240032	241501	-	0
YER046W	SPO73	V	243180	243611	+	0
YER048C	CAJ1	V	246982	248187	-	10
YER048W-A	ISD11	V	250646	251002	+	24
YER049W	TPA1	V	251698	253662	+	10
YER050C	RSM18	V	253971	254432	-	15
YER051W	JHD1	V	254641	256134	+	5
YER052C	HOM3	V	256375	257991	-	11
YER053C	PIC2	V	258737	259639	-	0
YER053C-A	YER053C-A	V	260933	261046	-	0
YER054C	GIP2	V	262052	263710	-	4
YER055C	HIS1	V	264892	265785	-	0
YER056C	FCY2	V	266512	268119	-	2
YER056C-A	RPL34A	V	269423	270203	-	6
YER057C	HMF1	V	270737	271135	-	3
YER058W	PET117	V	271750	272091	+	6
YER059W	PCL6	V	272525	273886	+	33
YER060W	FCY21	V	274549	276153	+	6
YER060W-A	FCY22	V	276536	278164	+	12
YER061C	CEM1	V	278298	279641	-	5
YER062C	GPP2	V	279930	280775	-	31
YER063W	THO1	V	281656	282366	+	18
YER064C	VHR2	V	282705	284306	-	28
YER065C	ICL1	V	285241	286935	-	7
YER067W	RGI1	V	292066	292551	+	0
YER068W	MOT2	V	292987	294813	+	21
YER069W	ARG5,6	V	295404	298001	+	2
YER070W	RNR1	V	298941	301616	+	3
YER071C	TDA2	V	301947	302327	-	0
YER072W	VTC1	V	302788	303195	+	6
YER073W	ALD5	V	304030	305592	+	0
YER074W	RPS24A	V	306323	307196	+	0
YER075C	PTP3	V	308413	311199	-	0
YER076C	YER076C	V	312590	313513	-	5
YER077C	MRX1	V	314534	316624	-	8
YER079W	YER079W	V	318917	319552	+	1
YER080W	AIM9	V	319948	321846	+	5
YER081W	SER3	V	322686	324095	+	0
YER082C	UTP7	V	324272	325936	-	0
YER085C	YER085C	V	327619	328143	-	1
YER086W	ILV1	V	328474	330207	+	1
YER087C-B	SBH1	V	332582	332833	-	1
YER087W	AIM10	V	330549	332306	+	9
YER088C	DOT6	V	333176	335191	-	1
YER089C	PTC2	V	335946	337340	-	0
YER090W	TRP2	V	337949	339472	+	0
YER091C	MET6	V	339864	342188	-	7
YER092W	IES5	V	342855	343232	+	0
YER093C	TSC11	V	343320	347633	-	7
YER093C-A	AIM11	V	347912	348400	-	0
YER094C	PUP3	V	348729	349364	-	6
YER095W	RAD51	V	349965	351182	+	5
YER096W	SHC1	V	351695	353236	+	1
YER098W	UBP9	V	355466	357730	+	0
YER099C	PRS2	V	358105	359067	-	2
YER100W	UBC6	V	359535	360314	+	9
YER101C	AST2	V	360502	361794	-	0
YER102W	RPS8B	V	363100	363702	+	0
YER103W	SSA4	V	364550	366517	+	13
YER104W	RTT105	V	366802	367428	+	0
YER105C	NUP157	V	367838	372025	-	4
YER107C	GLE2	V	373448	374545	-	0
YER110C	KAP123	V	378762	382136	-	11
YER111C	SWI4	V	382595	385888	-	4
YER112W	LSM4	V	387199	387795	+	11
YER113C	TMN3	V	387932	390052	-	0
YER114C	BOI2	V	390590	393775	-	21
YER115C	SPR6	V	394292	394873	-	2
YER116C	SLX8	V	395348	396196	-	8
YER117W	RPL23B	V	396769	397653	+	0
YER118C	SHO1	V	397952	399115	-	20
YER119C	AVT6	V	399496	400854	-	4
YER120W	SCS2	V	401117	401869	+	6
YER121W	YER121W	V	402375	402719	+	0
YER122C	GLO3	V	402871	404367	-	5
YER123W	YCK3	V	404813	406387	+	0
YER124C	DSE1	V	407342	409102	-	13
YER125W	RSP5	V	410087	412618	+	34
YER126C	NSA2	V	413394	414206	-	9
YER127W	LCP5	V	414481	415554	+	0
YER128W	VFA1	V	415859	416470	+	0
YER129W	SAK1	V	417275	420709	+	2
YER130C	COM2	V	421115	422446	-	0
YER131W	RPS26B	V	423952	424311	+	0
YER133W	GLC7	V	432447	433958	+	16
YER134C	YER134C	V	437267	437911	-	36
YER135C	YER135C	V	437952	438344	-	0
YER136W	GDI1	V	439616	440971	+	0
YER137C	YER137C	V	441373	441819	-	0
YER139C	RTR1	V	450563	451243	-	0
YER140W	EMP65	V	451517	453235	+	16
YER141W	COX15	V	453450	454919	+	3
YER142C	MAG1	V	455146	456036	-	0
YER143W	DDI1	V	456286	457605	+	11
YER144C	UBP5	V	457806	460223	-	0
YER145C	FTR1	V	460526	461761	-	7
YER146W	LSM5	V	462546	462866	+	13
YER147C	SCC4	V	462968	464908	-	22
YER148W	SPT15	V	465300	466025	+	1
YER149C	PEA2	V	466208	467521	-	17
YER150W	SPI1	V	468346	468816	+	8
YER151C	UBP3	V	469686	472466	-	14
YER152C	YER152C	V	472657	473988	-	0
YER154W	OXA1	V	475005	476228	+	5
YER156C	YER156C	V	483325	484341	-	0
YER157W	COG3	V	484788	487193	+	0
YER158C	YER158C	V	488857	490623	-	15
YER159C	BUR6	V	491530	492108	-	50
YER161C	SPT2	V	499347	500348	-	0
YER162C	RAD4	V	500630	502894	-	0
YER163C	GCG1	V	503084	503782	-	0
YER164W	CHD1	V	505389	509798	+	1
YER165W	PAB1	V	510373	512106	+	0
YER167W	BCK2	V	518216	520771	+	0
YER168C	CCA1	V	521029	522675	-	2
YER169W	RPH1	V	523357	525759	+	4
YER170W	ADK2	V	525974	526651	+	0
YER171W	RAD3	V	527082	529418	+	0
YER173W	RAD24	V	536291	538279	+	3
YER174C	GRX4	V	538434	539174	-	2
YER175C	TMT1	V	539464	540372	-	3
YER175W-A	YER175W-A	V	540650	540814	+	0
YER176W	ECM32	V	541687	545055	+	1
YER177W	BMH1	V	545605	546414	+	2
YER178W	PDA1	V	546790	548079	+	9
YER180C-A	SLO1	V	550865	551155	-	11
YER182W	FMP10	V	552525	553259	+	0
YER183C	FAU1	V	553334	553969	-	0
YER184C	TOG1	V	556296	558686	-	2
YER185W	PUG1	V	559433	560365	+	7
YER186C	YER186C	V	561705	562628	-	1
YER187W	YER187W	V	565837	566655	+	131
YER188W	YER188W	V	568022	568759	+	6
YFL001W	DEG1	VI	147131	148459	+	0
YFL002C	SPB4	VI	145114	146943	-	3
YFL004W	VTC2	VI	131810	134296	+	0
YFL005W	SEC4	VI	130295	130981	+	13
YFL008W	SMC1	VI	119399	123106	+	10
YFL009W	CDC4	VI	116115	118484	+	10
YFL010C	WWM1	VI	115108	115743	-	0
YFL012W	YFL012W	VI	110614	111093	+	11
YFL013C	IES1	VI	107852	109930	-	0
YFL014W	HSP12	VI	107256	107585	+	0
YFL016C	MDJ1	VI	104701	106308	-	24
YFL017C	GNA1	VI	103983	104465	-	1
YFL017W-A	SMX2	VI	103699	103932	+	0
YFL018C	LPD1	VI	101628	103127	-	0
YFL020C	PAU5	VI	99231	99599	-	0
YFL021W	GAT1	VI	95936	97498	+	10
YFL022C	FRS2	VI	93499	95064	-	18
YFL023W	BUD27	VI	90980	93376	+	2
YFL024C	EPL1	VI	87847	90360	-	5
YFL025C	BST1	VI	84145	87234	-	0
YFL026W	STE2	VI	82580	83875	+	0
YFL027C	GYP8	VI	80419	81912	-	0
YFL028C	CAF16	VI	79344	80225	-	4
YFL029C	CAK1	VI	78055	79173	-	4
YFL030W	AGX1	VI	76828	77988	+	1
YFL031W	HAC1	VI	75161	76147	+	6
YFL034C-A	RPL22B	VI	64243	64944	-	4
YFL034C-B	MOB2	VI	63016	64008	-	5
YFL034W	MIL1	VI	65477	68698	+	0
YFL037W	TUB2	VI	56288	57709	+	16
YFL039C	ACT1	VI	53260	54738	-	14
YFL041W	FET5	VI	49136	51007	+	1
YFL042C	LAM5	VI	45720	47750	-	2
YFL044C	OTU1	VI	44655	45560	-	0
YFL045C	SEC53	VI	43628	44395	-	1
YFL046W	FMP32	VI	42815	43438	+	0
YFL047W	RGD2	VI	40421	42565	+	0
YFL048C	EMP47	VI	38843	40180	-	0
YFL049W	SWP82	VI	36797	38674	+	2
YFL052W	ZNF1	VI	28232	29629	+	0
YFL053W	DAK2	VI	23417	25198	+	2
YFL054C	AQY3	VI	20847	22787	-	0
YFL055W	AGP3	VI	17004	18680	+	0
YFR001W	LOC1	VI	149110	149724	+	0
YFR003C	YPI1	VI	152657	153157	-	11
YFR004W	RPN11	VI	153390	154313	+	1
YFR005C	SAD1	VI	154527	155882	-	3
YFR006W	YFR006W	VI	156142	157752	+	1
YFR007W	YFH7	VI	159284	160360	+	5
YFR008W	FAR7	VI	160493	161200	+	14
YFR009W	GCN20	VI	162458	164746	+	10
YFR011C	MIC19	VI	166746	167282	-	8
YFR012W-A	YFR012W-A	VI	168672	169310	+	184
YFR013W	IOC3	VI	169922	172285	+	0
YFR014C	CMK1	VI	172537	173916	-	13
YFR015C	GSY1	VI	174265	176421	-	10
YFR016C	YFR016C	VI	177042	180755	-	4
YFR017C	IGD1	VI	182274	182921	-	20
YFR018C	YFR018C	VI	183131	184222	-	0
YFR020W	CSS2	VI	192716	193435	+	7
YFR021W	ATG18	VI	194788	196314	+	8
YFR022W	ROG3	VI	196833	199034	+	0
YFR024C-A	LSB3	VI	201960	203433	-	0
YFR025C	HIS2	VI	203743	204762	-	4
YFR027W	ECO1	VI	207443	208297	+	3
YFR028C	CDC14	VI	208413	210068	-	0
YFR029W	PTR3	VI	210937	212973	+	0
YFR030W	MET10	VI	213276	216419	+	12
YFR031C	SMC2	VI	216594	220106	-	0
YFR031C-A	RPL2A	VI	220507	221418	-	0
YFR032C	RRT5	VI	222090	222959	-	0
YFR032C-A	RPL29	VI	223258	223470	-	11
YFR033C	QCR6	VI	224326	224769	-	0
YFR034C	PHO4	VI	225020	225958	-	0
YFR035C	YFR035C	VI	226121	226465	-	0
YFR036W	CDC26	VI	226948	227337	+	5
YFR037C	RSC8	VI	227513	229189	-	1
YFR038W	IRC5	VI	229362	231941	+	6
YFR039C	OSW7	VI	232012	233634	-	30
YFR040W	SAP155	VI	234179	237250	+	21
YFR041C	ERJ5	VI	237368	238267	-	4
YFR042W	KEG1	VI	238458	239060	+	0
YFR043C	IRC6	VI	239114	239854	-	9
YFR044C	DUG1	VI	239992	241437	-	0
YFR045W	YFR045W	VI	241998	242999	+	0
YFR046C	CNN1	VI	243074	244162	-	1
YFR047C	BNA6	VI	244279	245199	-	11
YFR048W	RMD8	VI	246146	248134	+	0
YFR049W	YMR31	VI	248454	248894	+	23
YFR050C	PRE4	VI	249066	249866	-	0
YFR051C	RET2	VI	250163	251803	-	0
YFR052W	RPN12	VI	252499	253329	+	2
YFR053C	HXK1	VI	253592	255049	-	0
YFR054C	YFR054C	VI	258855	259472	-	13
YFR055W	IRC7	VI	264117	265226	+	29
YGL001C	ERG26	VII	495453	496526	-	8
YGL002W	ERP6	VII	494517	495167	+	0
YGL003C	CDH1	VII	492474	494273	-	33
YGL004C	RPN14	VII	490703	491956	-	0
YGL006W	PMC1	VII	485918	489442	+	1
YGL009C	LEU1	VII	476313	478655	-	1
YGL010W	MPO1	VII	475539	476069	+	2
YGL011C	SCL1	VII	474489	475250	-	1
YGL012W	ERG4	VII	472843	474276	+	4
YGL013C	PDR1	VII	469092	472298	-	0
YGL014W	PUF4	VII	466012	468807	+	43
YGL015C	YGL015C	VII	465043	465477	-	14
YGL016W	KAP122	VII	461663	464911	+	1
YGL017W	ATE1	VII	459836	461365	+	6
YGL018C	JAC1	VII	459110	459664	-	0
YGL019W	CKB1	VII	458156	458992	+	0
YGL020C	GET1	VII	457163	457888	-	6
YGL021W	ALK1	VII	454785	457067	+	0
YGL022W	STT3	VII	452389	454560	+	5
YGL023C	PIB2	VII	450197	452134	-	10
YGL026C	TRP5	VII	446412	448553	-	6
YGL027C	CWH41	VII	443642	446143	-	0
YGL028C	SCW11	VII	441281	442912	-	1
YGL030W	RPL30	VII	439079	439638	+	4
YGL031C	RPL24A	VII	437467	437934	-	0
YGL032C	AGA2	VII	436570	436878	-	15
YGL036W	YGL036W	VII	428601	431330	+	0
YGL037C	PNC1	VII	427297	428028	-	27
YGL038C	OCH1	VII	425362	426807	-	1
YGL039W	YGL039W	VII	423928	425007	+	11
YGL040C	HEM2	VII	419527	420567	-	4
YGL041W-A	YGL041W-A	VII	418822	419289	+	1
YGL043W	DST1	VII	417468	418412	+	5
YGL044C	RNA15	VII	416146	417135	-	33
YGL045W	RIM8	VII	414102	415730	+	0
YGL047W	ALG13	VII	411483	412160	+	23
YGL048C	RPT6	VII	410069	411295	-	3
YGL049C	TIF4632	VII	406860	409637	-	11
YGL050W	TYW3	VII	405776	406597	+	0
YGL053W	PRM8	VII	402556	403302	+	11
YGL054C	ERV14	VII	400871	401299	-	4
YGL055W	OLE1	VII	398616	400160	+	4
YGL056C	SDS23	VII	396035	397708	-	30
YGL057C	GEP7	VII	394966	395835	-	2
YGL058W	RAD6	VII	393986	394504	+	0
YGL059W	PKP2	VII	392205	393698	+	6
YGL060W	YBP2	VII	389972	391990	+	31
YGL061C	DUO1	VII	388968	389774	-	21
YGL062W	PYC1	VII	385196	388732	+	0
YGL063W	PUS2	VII	383558	384766	+	32
YGL064C	MRH4	VII	381523	383217	-	3
YGL065C	ALG2	VII	379760	381286	-	5
YGL066W	SGF73	VII	377609	379582	+	0
YGL067W	NPY1	VII	376074	377255	+	9
YGL068W	MNP1	VII	375087	375671	+	0
YGL070C	RPB9	VII	374459	374827	-	0
YGL071W	AFT1	VII	371973	374084	+	13
YGL073W	HSF1	VII	368681	371254	+	24
YGL075C	MPS2	VII	366925	368157	-	23
YGL076C	RPL7A	VII	364335	366008	-	4
YGL077C	HNM1	VII	362225	363919	-	1
YGL078C	DBP3	VII	360288	361865	-	2
YGL079W	KXD1	VII	359444	360100	+	0
YGL080W	MPC1	VII	358636	359028	+	0
YGL081W	YGL081W	VII	357341	358339	+	12
YGL082W	YGL082W	VII	355770	356972	+	19
YGL083W	SCY1	VII	353058	355472	+	0
YGL084C	GUP1	VII	350616	352298	-	0
YGL087C	MMS2	VII	346406	346940	-	12
YGL089C	MF(ALPHA)2	VII	344791	345171	-	6
YGL090W	LIF1	VII	343319	344584	+	0
YGL091C	NBP35	VII	342056	343042	-	0
YGL092W	NUP145	VII	337906	341859	+	0
YGL093W	SPC105	VII	334880	337639	+	2
YGL094C	PAN2	VII	331118	334483	-	6
YGL095C	VPS45	VII	328874	330607	-	0
YGL096W	TOS8	VII	325331	326161	+	0
YGL097W	SRM1	VII	321782	323230	+	0
YGL098W	USE1	VII	317342	318079	+	0
YGL099W	LSG1	VII	314631	316553	+	0
YGL100W	SEH1	VII	313219	314283	+	5
YGL101W	YGL101W	VII	312193	312840	+	0
YGL103W	RPL28	VII	310967	311927	+	0
YGL104C	VPS73	VII	308713	310173	-	0
YGL105W	ARC1	VII	307437	308567	+	0
YGL106W	MLC1	VII	306545	307009	+	5
YGL107C	RMD9	VII	304333	306273	-	0
YGL108C	YGL108C	VII	303649	304071	-	0
YGL110C	CUE3	VII	301537	303414	-	1
YGL111W	NSA1	VII	299951	301369	+	9
YGL112C	TAF6	VII	298178	299728	-	0
YGL113W	SLD3	VII	295929	297938	+	1
YGL114W	YGL114W	VII	293430	295637	+	10
YGL115W	SNF4	VII	291985	293001	+	16
YGL116W	CDC20	VII	289809	291641	+	0
YGL117W	YGL117W	VII	288512	289309	+	0
YGL119W	COQ8	VII	284403	285947	+	13
YGL120C	PRP43	VII	281634	283958	-	7
YGL121C	GPG1	VII	280777	281160	-	1
YGL122C	NAB2	VII	278946	280523	-	0
YGL123W	RPS2	VII	277617	278381	+	0
YGL124C	MON1	VII	274780	276723	-	3
YGL127C	SOH1	VII	270392	270805	-	10
YGL128C	CWC23	VII	269293	270150	-	2
YGL129C	RSM23	VII	267723	269090	-	5
YGL130W	CEG1	VII	266109	267524	+	12
YGL131C	SNT2	VII	261648	265931	-	24
YGL133W	ITC1	VII	257707	261501	+	0
YGL134W	PCL10	VII	255651	256964	+	4
YGL135W	RPL1B	VII	254626	255294	+	5
YGL136C	MRM2	VII	252897	253859	-	0
YGL137W	SEC27	VII	249866	252738	+	1
YGL139W	FLC3	VII	245701	248124	+	5
YGL140C	YGL140C	VII	241353	245012	-	0
YGL141W	HUL5	VII	238353	241085	+	0
YGL142C	GPI10	VII	236269	238119	-	0
YGL143C	MRF1	VII	234717	235979	-	7
YGL144C	ROG1	VII	232450	234528	-	7
YGL145W	TIP20	VII	230207	232348	+	12
YGL146C	RRT6	VII	228751	229704	-	6
YGL147C	RPL9A	VII	227754	228332	-	1
YGL148W	ARO2	VII	226399	227529	+	0
YGL150C	INO80	VII	221104	225579	-	2
YGL151W	NUT1	VII	217518	220922	+	2
YGL153W	PEX14	VII	216273	217298	+	0
YGL154C	LYS5	VII	215278	216096	-	0
YGL155W	CDC43	VII	214081	215211	+	0
YGL156W	AMS1	VII	210413	213667	+	1
YGL157W	ARI1	VII	208958	210049	+	16
YGL158W	RCK1	VII	207018	208571	+	5
YGL160W	AIM14	VII	200507	202273	+	18
YGL161C	YIP5	VII	199210	200142	-	0
YGL162W	SUT1	VII	198108	199037	+	10
YGL163C	RAD54	VII	193707	196406	-	1
YGL164C	YRB30	VII	191978	193309	-	3
YGL166W	CUP2	VII	191120	191806	+	3
YGL167C	PMR1	VII	187616	190474	-	2
YGL169W	SUA5	VII	186059	187339	+	0
YGL170C	SPO74	VII	184153	185397	-	1
YGL171W	ROK1	VII	182390	184084	+	0
YGL172W	NUP49	VII	180691	182118	+	3
YGL173C	XRN1	VII	175527	180113	-	0
YGL174W	BUD13	VII	174545	175345	+	0
YGL175C	SAE2	VII	173285	174337	-	5
YGL176C	YGL176C	VII	171415	173094	-	5
YGL178W	MPT5	VII	167310	170571	+	14
YGL179C	TOS3	VII	163409	165142	-	17
YGL180W	ATG1	VII	160020	162758	+	15
YGL181W	GTS1	VII	157906	159096	+	0
YGL184C	STR3	VII	154615	156048	-	12
YGL185C	YGL185C	VII	153167	154315	-	3
YGL186C	TPN1	VII	151037	152776	-	0
YGL187C	COX4	VII	149704	150183	-	4
YGL189C	RPS26A	VII	148229	148741	-	51
YGL190C	CDC55	VII	145809	147389	-	0
YGL191W	COX13	VII	144790	145197	+	6
YGL194C	HOS2	VII	140368	141741	-	5
YGL194C-A	YGL194C-A	VII	139719	139973	-	4
YGL196W	DSD1	VII	129883	131169	+	0
YGL197W	MDS3	VII	124698	129161	+	0
YGL198W	YIP4	VII	123591	124298	+	0
YGL200C	EMP24	VII	122694	123311	-	2
YGL201C	MCM6	VII	117854	120907	-	0
YGL202W	ARO8	VII	116035	117561	+	8
YGL203C	KEX1	VII	112475	114664	-	0
YGL204C	YGL204C	VII	111700	112041	-	12
YGL207W	SPT16	VII	98963	102076	+	2
YGL208W	SIP2	VII	97338	98585	+	0
YGL209W	MIG2	VII	95858	97006	+	0
YGL210W	YPT32	VII	93792	94460	+	0
YGL211W	NCS6	VII	92512	93591	+	0
YGL212W	VAM7	VII	91426	92382	+	2
YGL213C	SKI8	VII	90054	91256	-	3
YGL215W	CLG1	VII	87891	89339	+	30
YGL216W	KIP3	VII	84864	87302	+	7
YGL219C	MDM34	VII	82878	84263	-	2
YGL220W	BOL2	VII	82149	82736	+	75
YGL221C	NIF3	VII	81426	82292	-	0
YGL222C	EDC1	VII	80659	81198	-	4
YGL223C	COG1	VII	79112	80365	-	0
YGL224C	SDT1	VII	78015	78857	-	0
YGL225W	VRG4	VII	76894	77907	+	0
YGL226C-A	OST5	VII	72749	73191	-	11
YGL226W	MTC3	VII	73340	73711	+	0
YGL227W	VID30	VII	69671	72547	+	0
YGL228W	SHE10	VII	67583	69331	+	5
YGL230C	YGL230C	VII	63772	64221	-	2
YGL231C	EMC4	VII	63048	63620	-	0
YGL232W	TAN1	VII	62066	63002	+	3
YGL233W	SEC15	VII	59113	61854	+	3
YGL234W	ADE5,7	VII	56464	58890	+	6
YGL235W	YGL235W	VII	55276	55815	+	1
YGL236C	MTO1	VII	53787	55799	-	1
YGL237C	HAP2	VII	52731	53576	-	16
YGL238W	CSE1	VII	49552	52434	+	0
YGL240W	DOC1	VII	48610	49365	+	1
YGL241W	KAP114	VII	45439	48459	+	2
YGL242C	YGL242C	VII	44652	45203	-	2
YGL243W	TAD1	VII	43307	44509	+	0
YGL244W	RTF1	VII	41492	43174	+	2
YGL245W	GUS1	VII	39008	41149	+	5
YGL246C	RAI1	VII	37617	38786	-	2
YGL247W	BRR6	VII	36921	37526	+	4
YGL248W	PDE1	VII	35641	36762	+	4
YGL250W	RMR1	VII	31910	32635	+	0
YGL252C	RTG2	VII	25718	27508	-	8
YGL253W	HXK2	VII	23935	25395	+	0
YGL254W	FZF1	VII	22304	23203	+	0
YGL255W	ZRT1	VII	20975	22108	+	1
YGL256W	ADH4	VII	14892	16307	+	89
YGL258W	VEL1	VII	11071	11730	+	13
YGL263W	COS12	VII	2778	3932	+	4
YGR001C	EFM5	VII	497133	498034	-	0
YGR004W	PEX31	VII	502893	504326	+	15
YGR005C	TFG2	VII	504657	505880	-	7
YGR006W	PRP18	VII	506070	506825	+	0
YGR007W	ECT1	VII	506969	507940	+	0
YGR008C	STF2	VII	508110	508385	-	7
YGR009C	SEC9	VII	509047	511017	-	5
YGR010W	NMA2	VII	511545	512732	+	0
YGR012W	MCY1	VII	513159	514340	+	0
YGR013W	SNU71	VII	514554	516416	+	0
YGR014W	MSB2	VII	516943	520863	+	0
